Vectorizer,Model,Scaler,Val Accuracy,Test Accuracy,Val Precision,Test Precision,Val Recall,Test Recall,Val F1 Score,Test F1 Score
BOW Unigram,Gradiente Boosting,None,0.9856327881619936,0.9890274314214464,0.9743780006517555,0.9791092064430323,0.9975262454666922,0.998984771573604,0.9857981703300298,0.9889446918944135
BOW Bigram,Gradiente Boosting,None,0.9850077881619936,0.9900249376558603,0.9731440224653053,0.9810597014925373,0.9975262454666922,0.998984771573604,0.9851673325367412,0.9899396225459792
BOW Trigram,Gradiente Boosting,None,0.9850077881619936,0.9900249376558603,0.9731440224653053,0.9810597014925373,0.9975262454666922,0.998984771573604,0.9851673325367412,0.9899396225459792
TF-IDF Unigram,Gradiente Boosting,None,0.9862558411214953,0.9875311720698254,0.9755891981304584,0.9800000000000001,0.9975262454666922,0.9949238578680204,0.9864011393281273,0.9874055415617129
TF-IDF Bigram,Gradiente Boosting,None,0.9881308411214953,0.9885286783042394,0.9803861183376288,0.979104032056247,0.9962359228860469,0.9979695431472081,0.9882372754195898,0.9884408752962045
TF-IDF Trigram,Gradiente Boosting,None,0.9862558411214953,0.9890274314214464,0.9755960489800751,0.9791092064430323,0.997526245466692,0.998984771573604,0.986420242986954,0.9889446918944133
Word2Vec,Gradiente Boosting,None,0.9793769470404984,0.9815461346633416,0.9620092699105427,0.9638757299767325,0.9988165680473372,1.0,0.9799730465616905,0.981585466225191
